,Unnamed: 0,술 이름,텍스트 내용,output,output2
88,88,단상지교,"단상지교는 좋은 재료와 오랜 전통을 이어온 발
효기법으로 만들며 인공 감미료를 넣지 않아 삼양주
특유의 풍부한 맛과 향이 특징입니다. 첫 잔은 향을
음미하고 한 모금 입에 굴리며 느껴지는 단맛과 기
분 좋게 입안을 감도는 산미를 즐겨 보세요.
1. 향미 : 단상지교는 술을 세번 빚는 삼양주 특유의 향미가
풍부합니다.
2. 단맛 : 인공감미료를 쓰지 않아 인위적이지 않고 풍부한
단맛이 특징입니다.
3. 도수 : 16도의 알코올 도수로 그냥 마셔도 좋지만 취향'것
칵테일로 마셔도 좋습니다.
4. 신맛 : 은은하게 입안에 남는 절제된 산미가 일품이어서
다양한 안주와도 잘 어울립니다.
5. 바디감 : 물을 타지 않아 발효 과정에서 생성된 자연스러운
바디감이 특징입니다.","[['풍부', 3], ['특징', 3], ['단맛', 3], ['단상', 2], ['지교', 2], ['양주', 2], ['특유', 2], ['입안', 2], ['산미', 2], ['향미', 2], ['바디', 2], ['재료', 1], ['전통', 1], ['효기', 1], ['인공', 1], ['감미료', 1], ['음미', 1], ['모금', 1], ['인공감미료', 1], ['인위', 1], ['도수', 1], ['16', 1], ['알코올', 1], ['취향', 1], ['칵테일', 1], ['신맛', 1], ['은은', 1], ['절제', 1], ['일품', 1], ['다양', 1], ['안주', 1], ['발효', 1], ['과정', 1], ['생성', 1], ['자연', 1]]","[('좋', 4), ('풍부', 3), ('단맛', 3), ('인공', 2), ('감미료', 2), ('양주', 2), ('미', 2), ('디', 2), ('재료', 1), ('세번', 1), ('도의', 1), ('알코올', 1), ('칵테일', 1), ('은은', 1), ('다양', 1), ('안주', 1), ('와도', 1), ('발효', 1)]"
89,89,너브내 화이트 드라이 와인,"다른 화이트와인에서는 찾아보기 힘든 황금빛!
맑고 투명한 오크빛이 감도는 진한 금빛을 띠고 있으며 글라스에 담긴 와인을 눈으로 즐기는 것 만으로 고급스러운 맛을 짐작케 하는 컬러의 와인입니다.
또한 청향포도의 특징을 지닌 독특한 아로마로 생과일을 먹는 듯한 풍부한 머스켓 향과 은은한 오크향의 조화는 한가지 향만을 지닌 단순함에서 벗어나 와인을 즐기는 내내 다양한 과일향과 코끝에 스치는 오크향은 마치 숲속을 거닐 듯 평화롭게 다가옵니다.
오크숙성으로 짙어진 스모키향과 더불어 마지막 빈 잔에서는 달콤하면서도 고소한 초콜릿 향을 느낄 수 있습니다.

맑고 투명한 금빛이 특징으로 '청향'청포도의 특징인 머스캣 향과, 은은한 오크 숙성으로 짙어진 스모키 향을 느낄 수 있습니다","[['오크', 5], ['와인', 4], ['특징', 3], ['투명', 2], ['금빛', 2], ['청향', 2], ['은은', 2], ['숙성', 2], ['스모키', 2], ['화이트', 1], ['황금빛', 1], ['글라스', 1], ['고급', 1], ['짐작', 1], ['컬러', 1], ['포도', 1], ['독특', 1], ['아로마', 1], ['생과일', 1], ['풍부', 1], ['머스켓', 1], ['조화', 1], ['가지', 1], ['단순', 1], ['양한', 1], ['일향', 1], ['평화', 1], ['마지막', 1], ['달콤', 1], ['고소', 1], ['초콜릿', 1], ['청포도', 1], ['머스캣', 1]]","[('오크', 5), ('와인', 4), ('맑', 2), ('은은', 2), ('숙성', 2), ('짙', 2), ('스모키', 2), ('화이트', 1), ('힘들', 1), ('진한', 1), ('컬러', 1), ('포도', 1), ('독특', 1), ('아로', 1), ('마로', 1), ('과일', 1), ('풍부', 1), ('단순', 1), ('다양', 1), ('일향', 1), ('달콤', 1), ('고소', 1), ('초콜릿', 1), ('청', 1), ('청포도', 1), ('머스캣', 1)]"
90,90,능이주,"능이주는 능이의 독특한 향을 그대로 담고 있어 내공이 깊은 매니아층을 보유할 뿐만 아니라
2007년 캘리포니아 리버사이드 국제 와인대회에서 동상을 수상한 자랑스러운 이력까지 가지고 있습니다.
또한 2018년 평창올림픽 공식 만찬주로 선정되어 이름을 떨쳤습니다.
능이주는 한 모금 입에 넣으면 부드러운 향이 퍼치는 능이 본연의 향을 살려
고기나 기름진 음식에 곁들이면 가장 좋습니다.","[['능이', 2], ['독특', 1], ['내공', 1], ['매니아', 1], ['보유', 1], ['2007', 1], ['캘리포니아', 1], ['리버사이드', 1], ['국제', 1], ['와인', 1], ['대회', 1], ['동상', 1], ['수상', 1], ['자랑', 1], ['이력', 1], ['2018', 1], ['평창', 1], ['올림픽', 1], ['공식', 1], ['찬주', 1], ['선정', 1], ['이름', 1], ['모금', 1], ['본연', 1], ['고기', 1], ['음식', 1]]","[('이주', 2), ('이', 1), ('독특', 1), ('내공', 1), ('깊', 1), ('캘리포니아', 1), ('리버사이드', 1), ('와인', 1), ('수상', 1), ('이력', 1), ('평창', 1), ('올림픽', 1), ('만찬', 1), ('주', 1), ('부드럽', 1), ('기름지', 1), ('좋', 1)]"
91,91,봇뜰 막걸리,"높은 도수의 십칠주를 10도로 낮춘 술
십칠주보다 가볍게 즐길 수 있는 술
가볍고 새콤한 맛","[['도수', 1], ['10', 1], ['새콤', 1]]","[('가볍', 2), ('높', 1), ('도로', 1)]"
92,92,마셔블랑 스프링,"농축액이 아닌 껍질을 벗긴 제주 감귤과 한라봉을
100% 착즙해 그대로 발효시켰습니다.
완연한 봄 기운이 느끼지는 4~5월에 감귤꽃에서 꿀벌이 채취한
감귤꽃꿀도 함께 넣어 저온 발효와 저온 숙성으로
감귤꽃의 풍미와 조화를 봄의 꽃향기처럼 느낄 수 있습니다.","[['감귤', 4], ['발효', 2], ['저온', 2], ['농축', 1], ['껍질', 1], ['제주', 1], ['한라', 1], ['100', 1], ['착즙', 1], ['완연', 1], ['기운', 1], ['꿀벌', 1], ['채취', 1], ['꽃꿀', 1], ['숙성', 1], ['풍미', 1], ['조화', 1], ['꽃향기', 1]]","[('제주', 1), ('완연', 1), ('꿀벌', 1), ('꽃꿀', 1), ('발효', 1), ('숙성', 1)]"
93,93,수삼 23,농약을 쓰지 않고 직접 재배하며 인삼의 약효가 가장 뛰어난 5년근 이상의 인삼을 분쇄하여 쌀과 누룩을 함께 저온발효시킨 전통주로서 세계 여러나라와 비견해도 손색이 없는 명주입니다. 연한 황갈색의 술빛의 인삼향이 입 안에 넣으면 단맛보다는 산미가 느껴지는 가벼운 목넘김과 입 안에 남는 미세한 쓴맛이 음식을 당기게 합니다.,"[['인삼', 3], ['농약', 1], ['재배', 1], ['약효', 1], ['이상', 1], ['분쇄', 1], ['누룩', 1], ['저온', 1], ['발효', 1], ['전통주', 1], ['세계', 1], ['나라', 1], ['견해', 1], ['손색', 1], ['명주', 1], ['황갈색', 1], ['단맛', 1], ['산미', 1], ['넘김', 1], ['미세', 1], ['쓴맛', 1], ['음식', 1]]","[('인삼', 3), ('뛰어나', 1), ('5년', 1), ('누룩', 1), ('온', 1), ('전통주', 1), ('나라', 1), ('없', 1), ('명주', 1), ('연하', 1), ('황', 1), ('갈색', 1), ('단맛', 1), ('가볍', 1), ('미세', 1)]"
94,94,금산인삼주 약주,"농약을 쓰지 않고 직접 재배하며 인삼의 약효가 가장 뛰어난 5년근 이상의 인삼을 분쇄하여 쌀과 누룩을 함께 저온발효시킨 전통주로서 세계 여러나라와 비견해도 손색이 없는 명주입니다.

연한 황갈색의 술빛의 인삼향이 입 안에 넣으면 단맛보다는 산미가 느껴지는 가벼운 목넘김과 입 안에 남는 미세한 쓴맛이 음식을 당기게 합니다.","[['인삼', 3], ['농약', 1], ['재배', 1], ['약효', 1], ['이상', 1], ['분쇄', 1], ['누룩', 1], ['저온', 1], ['발효', 1], ['전통주', 1], ['세계', 1], ['나라', 1], ['견해', 1], ['손색', 1], ['명주', 1], ['황갈색', 1], ['단맛', 1], ['산미', 1], ['넘김', 1], ['미세', 1], ['쓴맛', 1], ['음식', 1]]","[('인삼', 3), ('뛰어나', 1), ('5년', 1), ('누룩', 1), ('온', 1), ('전통주', 1), ('나라', 1), ('없', 1), ('명주', 1), ('연하', 1), ('황', 1), ('갈색', 1), ('단맛', 1), ('가볍', 1), ('미세', 1)]"
95,95,녹파주,"녹파주는 우리나라 최초로 발간된! 요리책인 [산가요록]에 실려 있던 고려시대의 대표주입니다.
음식디미방, 규합총서, 증보산림경제 등 여러 고문헌에 수록된! 녹파주를
농진청과 함께 복원하고 현대화시켜 탄생한 술입니다

잔에 담긴 모습이 마치 거울에 비진 푸른 파도와 같다하여 이름이 붙여진 녹파주는
농촌진흥청과 함께 여러 책에 있는 제조법을 비교해 가며 현대인에 맞게 재해석한 고급 약주로써
깔끔함과 풍미, 그리고 세련됨이 담겨져 있습니다.
달지않은 목넘김은 당신이 드시는 음식의 완성도를 더욱 높여드릴 것 입니다.",,"[('녹파주', 3), ('우리나라', 1), ('산가요록', 1), ('고려', 1), ('시대', 1), ('음식디미방', 1), ('규합총서', 1), ('증보산림경제', 1), ('거울', 1), ('푸른', 1), ('파도', 1), ('같', 1), ('현대인', 1), ('깔끔', 1), ('세련', 1)]"
96,96,참주가 딸링,"나주딸기,나주쌀수제입국으로 만든 프리미엄 막걸리 기분
좋은 딸기의 맛과 향 그리고 깔끔하게 마무리되는 끝맺음에
편하게 마실수 있는 개주일한 술

딸기술의 효능
딸기술은 몸이 허약한 사람이 먹으면 원기가 회복된다고 한다.
딸기에는 「비타민」 C가다량으로들어있고 「호르몬」 조절을 하는부신피질의기능을왕성
하게 하므로 체력을 증진시기고 피부를 아름답게 하며 혈액을 맑게 하는 작용도 한다.
비타민C가 다량 함유되어 있으며 쿠엔산, 포도당, 과당 등도 함유되어있기 때문에 환자나 특기,
회복 단계에 있는 사람의 영양 보급과 원기회복에 효과가 있다. 비타민C는 약품으로 먹는 것 보
다 천연식품으로 섭취하는 것이 더욱 효과적이다.
딸기술은 더운 여름날에는 얼음에 타서 시원하게 마시면 갈증을 없애주고, 여성들의 피부를 부
드럽고 아름답게 하는데 도움을 준다.",,"[('딸기', 3), ('비타민', 3), ('나주', 2), ('원기', 2), ('아름답', 2), ('프리미엄', 1), ('막걸리', 1), ('좋', 1), ('깔끔', 1), ('편하', 1), ('주일', 1), ('한', 1), ('허약', 1), ('호르몬', 1), ('부신피질', 1), ('맑', 1), ('포도', 1), ('당', 1), ('영양', 1), ('회복', 1), ('덥', 1), ('얼음', 1), ('시원', 1), ('드럽', 1)]"
97,97,꿀샘16,"꿀샘은 100% 국내산 천연꿀을 첨가한 부드러운 꿀 리큐르인데, 달콤한 벌꿀향이 일품이며 적당한 단맛과 다양한 향의 밸런스가 매우 좋다.
알코올 도수가 16도로 일반 소주와 비슷하지만 역하게 느껴질 수 있는 알코올 냄새 대신 은은한 벌꿀 향을 느낄 수 있는 제품이다. 그만큼 목 넘김 또한 부드럽기 때문에 남녀 모두 술자리에서 부담 없이 즐길 수 있다.
또한 생강을 침출해 넣어 술의 단조로움을 없애면서도 매운맛과 아린 향이 튀지 않게 만들어 부드러움을 지켰다. 

*페어링음식:　디저트종류, 샐러드등 가벼운 음식 또는 돼지고기류와도 꿀과 궁합이 좋다.",,[]
98,98,양지백주,"깨끗하고 순수한 우리 술.
첨가제 없이 청정 양양의 쌀과 누룩으로 정성을 다하여 빚어
저온 발효숙성한 프리미엄 전통주입니다.

한 달여의 긴 발효 기간으로 충분히 익히고
단맛, 신맛의 적절한균형감과
입안에 퍼지는 감칠맛을 결정 짓는 30일간의 저온 숙성
기본에 충실하며 모든과정마다 정성을 다하는
양양술곳간의 양지 백주

강원도 양양군 강현면에서 빚고있는
부드럽고 고소한 풍미를 지닌 탁주,막걸리…
청정한 양양지역 햅쌀로 첨가제 없이
물 누룩으로 정성을 다하여 믿어 내는
고품격 삼양주 입니다.",,"[('양양', 2), ('누룩', 2), ('발효', 2), ('숙성', 2), ('깨끗', 1), ('청정', 1), ('한', 1), ('프리미엄', 1), ('전통주', 1), ('길', 1), ('단맛', 1), ('적절', 1), ('감과', 1), ('감칠맛', 1), ('간의', 1), ('과정', 1), ('곳간', 1), ('양지', 1), ('백주', 1), ('강원도', 1), ('양양군', 1), ('강현면', 1), ('부드럽', 1), ('고소', 1), ('막걸리', 1), ('양지역', 1), ('양주', 1)]"
99,99,감사 블루,"깔끔한 우리의 맑은 술
경기미와 누룩, 물만으로 전통방식에 따라 정성들여 빚고, 끈적이지 않는 향기로움으로 감사한 마음을 전할 수 있는 프리미엄 약주입니다.",,"[('깔끔', 1), ('맑', 1), ('경기', 1), ('미와', 1), ('누룩', 1), ('프리미엄', 1)]"
100,100,복단지,"깔끔한 복분자전통주
여주의 쌀로 우리술을 만드는 곳으로 신주단지 모시듯 준비한
복분자주 “복단지"" 마치 복분자 열매를 갓 딴듯한 싱그러움과
부드러운맛이 인상적입니 다.

와인처럼 와인잔에 담아 마시는 복분자주 전통주로
여자여자한 레이블 감성도 좋고, 마치 복분자 열매를 갓
딴듯한 싱그러움이 인상적입니다.",,"[('분자', 3), ('전통주', 2), ('단지', 2), ('복분자주', 2), ('싱그럽', 2), ('와인', 2), ('깔끔', 1), ('여주', 1), ('신주', 1), ('부드럽', 1), ('여자여자', 1), ('한', 1), ('레이블', 1), ('감성', 1), ('좋', 1)]"
101,101,금정산성 막걸리,"금정산성 자연이 만든 특별한 가치
민속주 1호, 금정산성막걸리
금정산성막걸리는 술빚기에 적합한 온도와 습도가 유지되는 해발 400m의 청정 환경을 갖춘 금정산성마을에서 제조됩니다.
깨끗한 자연환경속에서 발효된 금정산성 유가네 누룩과 250m의 암반수를 사용하여 금정산성 전통 막걸리의 맛을 그대로 느낄 수 있는 알코도수 8도의 100% 국내산 살아있는 쌀막걸리로 누룩 질이 전국 으뜸이며 산수로 술을 빚기 때문에 은은한 향과 구수한 맛이 일품입니다.

제조 공정에서 전통 양조 방식을 그대로 따라 만든 발효주로 우리나라 많은 막걸리 중에서 유일하게 향토민속주로 지정되어 있는 대한민국 민속주 1호 막걸리입니다.",,"[('금정산성', 6), ('막걸리', 6), ('민속주', 3), ('누룩', 2), ('특별', 1), ('적합', 1), ('온도', 1), ('습도', 1), ('청정', 1), ('마을', 1), ('깨끗', 1), ('자연환경', 1), ('알코', 1), ('도의', 1), ('은은', 1), ('구수', 1), ('양조', 1), ('발효', 1), ('주', 1), ('우리나라', 1), ('많', 1), ('대한민국', 1)]"
102,102,참주가 솔 막걸리,"국내산 약재와 솔잎을 직접 손질하여 발효시킨 한국형 와인
은은한 솔향기와 기분좋은 산뜻함이 있는 한국적인 캐주얼한 술

냉장보관 후 웃국만 따라 드시면 스파클링한 와인의 맛을 느낄
수 있습니다. 생고기, 육회, 생선회와 잘 어울립니다.

높은 수준의 청결함을 요구하는 고온발효
막걸리 맛을 결정하는 요소는 여러 가지입니다. 많은 요소들 중에 소홀하기 쉬운게 “청결”입
니다. 제조과정이 청결하지 않으면 술맛에 악영향을 주는 미생물이 자라게 되고 원하지 않는
맛과 냄새를 유발합니다. 막걸리는 상큼한 과일향기가 나는 것이 정상입니다. 청결하게 공정
을 유지 관리 하는 것만으로 맛과 향기를 개선시길 수 있습니다.
어떤 온도로 발효 하느냐에 따라 효모의 서식환경이 달라집니다. 효모의 생리활동이 달라지
면 생성되는 물질이 달라지며 그에 따라 맛과 향이 틀려 집니다. 참주가는 고온발효 즉 30T
이상에서 발효를 합니다. 효모가 가장 편안해하는 온도지만 다른 곰팡이 균들과 세균들도 좋
아하는 온도라서 수준 높은 청결이 요구되는 발효법입니다. 수준높은 청결을 위해 많은 고민
을 하였고 설비와 공정을 제조정하여 안정화에 성공하였습니다.",,"[('발효', 4), ('높', 3), ('효모', 3), ('한국', 2), ('와인', 2), ('막걸리', 2), ('많', 2), ('온도', 2), ('은은', 1), ('좋', 1), ('산뜻', 1), ('스파크', 1), ('고기', 1), ('육회', 1), ('쉽', 1), ('니다', 1), ('미생물', 1), ('상큼', 1), ('참주', 1), ('지만', 1), ('곰팡이', 1), ('세균', 1), ('아하', 1)]"
103,103,기다림 25,"과실향이 풍부한 현대적인 감각의 탁주
화사한 과일풍의 향과 고급스러운 쌀의 향기가 융화된 향!
다른 탁주에서 맛보기 힘든 신 맛과 쌉싸래한 맛이 주를 이룬
드라이한 맛에 향이 더해져 단 맛의 밸런스를 잡아줍니다.",,"[('과실', 1), ('풍부', 1), ('화사', 1), ('힘들', 1), ('밸런스', 1)]"
104,104,밀담 24,"과거 우리 삶의 한 부분을 차지하던 추억 속의 단수수가 시간이 흘러
우리 술로 돌아왔습니다. '밀담은 청정지역 경북 예천에서 정성스레
재배한 국내산 토종 단수수 즙을 원료로 재배하여 빚은 단수수 증류주로
세 번의 증류를 거쳐 부드럽고 깔끔하며 첨가제 없이 순수한 단수수의
은은한 단향을 발현하고 있습니다. '밀담은 고구려어로 숫자 3을 뜻하
는 밀(密)과 술맛 좋을 담(醴)이 조합된| 말로 '세 번 증류하여 맛있는 술'
이라는 의미를 그대로 녹아내고 있습니다.이름 그대로 세 번 증류하여
맛있는 '밀담'이 여러분 앞으로 찾아갑니다.

경북 예전에서 생상된 고품질의 토종 단수수즙으로 증류한 국내산 럼,
기존의 수입산 사탕수수 또는 당밀 등의 부산물을 원료로 한 럼과는
달리 국내에서 농민들이 정성스레 재HH한 토종 단수수를 원료로
전문적인 당사의 공법을 통해 만든 국내산 증류주입니다.",,"[('단수', 5), ('밀', 3), ('경북', 2), ('증류주', 2), ('증류', 2), ('맛있', 2), ('한', 2), ('추억', 1), ('청정', 1), ('지역', 1), ('예천', 1), ('부드럽', 1), ('깔끔', 1), ('은은', 1), ('고구려어', 1), ('숫자', 1), ('좋', 1), ('이름', 1), ('여러분', 1), ('품질', 1), ('수수', 1), ('사탕수수', 1), ('당밀', 1), ('HH', 1), ('공법', 1)]"
105,105,백수환동주,"고문헌 [양주방, 1837년]에 기록된 술
'머리가 흰 늙은이가 도로 아이가 되는 술'이라 붙여진 이름
물이 첨가되지 않아 걸쭉하며 단맛이 강한 술",,"[('양', 1), ('주방', 1), ('1837년', 1), ('머리', 1), ('희', 1), ('걸쭉', 1), ('단맛', 1), ('강하', 1)]"
106,106,이화주,"고려시대부터  양반들이 즐겨마신 최고급 탁주
물이 첨가되지 않아 요거트같은 질감의 술 '떠먹는 막걸리'
새콤한 맛과 단맛이 잘 어우러짐",,"[('고려', 1), ('시대', 1), ('질감', 1), ('막걸리', 1), ('단맛', 1)]"
107,107,WON SOJU SPIRIT,"고도의 감압식 증류방식으로 탄생하여
산뜻하고 깔끔한 맛을 자랑하는 전통 증류식 소주",,"[('증류', 2), ('고도', 1), ('감압', 1), ('방식', 1), ('산뜻', 1), ('깔끔', 1), ('소주', 1)]"
108,108,용41,"겨울 밀의 부드러운 향기

강원도 봉천의 햅쌀로 만들어낸
맑고 부드러운 맛
보이지 않는 원재료에서부터 술맛은 정직하게 판가름되기에
양조장 인근에서 직접 구매한 홍천 햅쌀로만 빚어냅니다.
원료로 사용되는 대안미는 단백질 함량이 적어
술 발효 과정에서 산패7 卜 적고 부드럽고 은은한 단맛을 자랑합니다.",,"[('부드럽', 3), ('적', 2), ('강원도', 1), ('봉천', 1), ('맑', 1), ('홍', 1), ('천', 1), ('미', 1), ('단백질', 1), ('발효', 1), ('산패', 1), ('은은', 1), ('단맛', 1)]"
109,109,생막걸리 메밀,"강원도 여행 중 쉽게 접하였던 저희 막걸리는 탄산의 양을 최소화한 깔끔한 맛의 곤드레막걸리와 부드러운 맛의 메밀막걸리가 소비자분들의 전국적인 사랑을 받고 있습니다.
발효 제어기술을 적용하여 외부 공기를 차단(밀폐캡)하고, 효모의 활성화를 조절하여 오래도록 원료의 깊은 맛과 신선한 맛이 유지되는 맛있는 생막걸리입니다.
한번만 마셔보면 꼭 다시 찾게되는 소비자의 마음을 담는 깊은 한국의 맛을 느끼게 해 드리고픈 전통주를 빚는 것이 농업회사법인 정선명주(주)의 마음입니다",,"[('막걸리', 4), ('깊', 2), ('강원도', 1), ('쉽', 1), ('탄산', 1), ('깔끔', 1), ('곤', 1), ('부드럽', 1), ('메밀', 1), ('발효', 1), ('차단', 1), ('효모', 1), ('신선', 1), ('맛있', 1), ('한국', 1), ('전통주', 1), ('농업', 1), ('회사법', 1), ('정선', 1), ('명주', 1), ('주', 1)]"
110,110,생막걸리 곤드레,"강원도 여행 중 쉽게 접하였던 저희 막걸리는 탄산의 양을 최소화한 깔끔한 맛의 곤드레막걸리와 부드러운 맛의 메밀막걸리가 소비자분들의 전국적인 사랑을 받고 있습니다.
발효 제어기술을 적용하여 외부 공기를 차단(밀폐캡)하고, 효모의 활성화를 조절하여 오래도록 원료의 깊은 맛과 신선한 맛이 유지되는 맛있는 생막걸리입니다.
한번만 마셔보면 꼭 다시 찾게되는 소비자의 마음을 담는 깊은 한국의 맛을 느끼게 해 드리고픈 전통주를 빚는 것이 농업회사법인 정선명주(주)의 마음입니다",,"[('막걸리', 4), ('깊', 2), ('강원도', 1), ('쉽', 1), ('탄산', 1), ('깔끔', 1), ('곤', 1), ('부드럽', 1), ('메밀', 1), ('발효', 1), ('차단', 1), ('효모', 1), ('신선', 1), ('맛있', 1), ('한국', 1), ('전통주', 1), ('농업', 1), ('회사법', 1), ('정선', 1), ('명주', 1), ('주', 1)]"
111,111,알로이 그린,"가양주작에서 직접 증류하여 아로니아 열매와 함께 숙성시킨 소주류(리큐르)로 알로이 레드(40도), 블루(25도), 그린(18도)의 3가지 이름의 모델을 갖고 있습니다.
알로이에 사용된 증류주는 모두 가양주작에서 직접 담근 술을 증류한 술입니다. 아로니아 역시 군포시와 인근지역에서 재배된 열매를 사용하는 우리 지역의 술입니다.",,"[('아로니아', 2), ('로이', 2), ('열매', 1), ('주류', 1), ('리', 1), ('레드', 1), ('블루', 1), ('그린', 1), ('증류주', 1), ('증류', 1), ('한', 1), ('군포시', 1)]"
112,112,알로이 레드,"가양주작에서 직접 증류하여 아로니아 열매와 함께 숙성시킨 소주류(리큐르)로 알로이 레드(40도), 블루(25도), 그린(18도)의 3가지 이름의 모델을 갖고 있습니다.
알로이에 사용된 증류주는 모두 가양주작에서 직접 담근 술을 증류한 술입니다. 아로니아 역시 군포시와 인근지역에서 재배된 열매를 사용하는 우리 지역의 술입니다.",,"[('아로니아', 2), ('로이', 2), ('열매', 1), ('주류', 1), ('리', 1), ('레드', 1), ('블루', 1), ('그린', 1), ('증류주', 1), ('증류', 1), ('한', 1), ('군포시', 1)]"
113,113,알로이 블루,"가양주작에서 직접 증류하여 아로니아 열매와 함께 숙성시킨 소주류(리큐르)로 알로이 레드(40도), 블루(25도), 그린(18도)의 3가지 이름의 모델을 갖고 있습니다.
알로이에 사용된 증류주는 모두 가양주작에서 직접 담근 술을 증류한 술입니다. 아로니아 역시 군포시와 인근지역에서 재배된 열매를 사용하는 우리 지역의 술입니다.",,"[('아로니아', 2), ('로이', 2), ('열매', 1), ('주류', 1), ('리', 1), ('레드', 1), ('블루', 1), ('그린', 1), ('증류주', 1), ('증류', 1), ('한', 1), ('군포시', 1)]"
114,114,수암주,"가양주작 양조장에서 직접 빚은 약주입니다. '수암'은 수리산에서 두번째로 높은 봉우리의 이름입니다. 7일간 발효한 술덧을 사계절 5도로 유지되는 황토숙성실에서 3개월간 숙성시켜 맑게 뜬 술만 따로 덜어내어 여과시켜 담아냅니다.
50리터 술덧에서 고작 10리터 정도만 얻을 수 있는 귀한 술로, 숙성을 마친 약주는 여러가지 과일향이 나며 드라이한 맛을 느낄 수 있습니다. 오랜 시간과 정성으로 빚은 수암주는 차례주와 선물용으로 추천합니다.",,"[('수암', 2), ('숙성', 2), ('리터', 2), ('양', 1), ('주작', 1), ('수리산', 1), ('높', 1), ('도로', 1), ('황토', 1), ('맑', 1), ('귀하', 1), ('주', 1)]"
115,115,수리산,"가양주작 양조장에서 직접 만든 전통주로, 인근 지역의 쌀과 약간의 효소와 효모, 우리밀 누룩만으로 빚어냅니다. 7일간 발효하고 손으로 짜낸 술에 절반의 물만 가수하고 일체의 첨가물을 넣지 않아도 진하고 풍부한 맛을 냅니다. 과당이나 구연산 등 첨가제를 쓰지 않고, 합성감미료도 들어있지 않은 가양주작의 수리산 막걸리로 우리 술의 멋과 맛을 느끼실 수 있습니다. 취향에 따라 유자청이나 포도즙을 섞어 달고 상큼한 전통주 칵테일로 즐기셔도 좋습니다.",,"[('전통주', 2), ('양', 1), ('주작', 1), ('효소', 1), ('효모', 1), ('누룩', 1), ('진하', 1), ('풍부', 1), ('연산', 1), ('감미료', 1), ('작의', 1), ('수리산', 1), ('막걸리', 1), ('유자', 1), ('청', 1), ('포도', 1), ('상큼', 1), ('칵테일', 1), ('좋', 1)]"
116,116,천비향 생주,9개월 이상의 발효와 저온숙성을 거쳐 만든 프리미엄 오양주 탁주,,"[('발효', 1), ('온', 1), ('숙성', 1), ('프리미엄', 1), ('양주', 1)]"
117,117,택이,6개월 이상의 발효와 저온숙성을 거쳐 만든 삼양주 탁주,,"[('발효', 1), ('온', 1), ('숙성', 1), ('양주', 1)]"
118,118,문배술40,"40도 문배주는 직관적인 달달한 향이 주를 이룬다.
배, 사과 그리고 과실 꽃 향기다. 그 뒤를 은은히
받치는 향은 카르다몸, 정향, 팔각과 같은 향신료
뉘앙스다.
한 모금 들이기면 강한 알골 기운과 함끼1 강한 기운이
느껴진다. 뜨거운 생강맛과 구수하고 담백한 수수향이다
이런 향 덕분에 팔각과 같은 향신료를 주로 쓰는
중국 음식, 특히 냉채류와 합이 맞는다.
문배주의 출신에 맞게 북한 음식과는 끈끈한 애착
관계에 있다. 자갑게 식힌 제육, 매콤한 홍이무침,
대상 순대가 그 예다. 넓게 보면 보통 재료 하나의
맛을 살린 요리보다 복합적인 재료와 향을 쓴 요리가
이울련다.",,"[('문배주', 2), ('팔각', 2), ('같', 2), ('향신료', 2), ('강하', 2), ('재료', 2), ('40', 1), ('직관', 1), ('사과', 1), ('과실', 1), ('카르', 1), ('정향', 1), ('알골', 1), ('뜨겁', 1), ('생강', 1), ('구수', 1), ('담백', 1), ('수수', 1), ('중국', 1), ('북한', 1), ('끈끈', 1), ('애착', 1), ('매콤', 1), ('한', 1), ('홍이', 1), ('순대', 1), ('넓', 1)]"
119,119,대담15,"3번 빚은, 90일 숙성, 대잎첨가

대밭고을의 전투주 약주는 윗 맑은 술을 담은 전투제조방식으로 빚습니다.
별도의 인공첨가월아스파마)없이 우리 국산 쌀, 전통누특 물 대잎으로만
3번 빚고 자연에 말간 90일간의 자연숙성으로 맛과 향의 깊이를 더했습니다.
마지막 숙성과정에서 다나무잎을 첨가하여 향을 입혀 청주를 빚습니다.
다나무잎에는 플라보노이드 성분이 많이 합유되어 있어 합산화, 합노화 및 합균 활성 작용을 합니다.
그렇기에 대발고을의 전통주 청주는 복합적인 햡과 풍미가 다채로우며
마지막 목넘김까지 고유의 향미를 느낄 수 있는 프리미엄 청주입니다.",,"[('숙성', 3), ('청주', 3), ('전투', 2), ('주', 1), ('맑', 1), ('인공', 1), ('아스', 1), ('파마', 1), ('누', 1), ('간의', 1), ('과정', 1), ('라보', 1), ('노', 1), ('이드', 1), ('합유', 1), ('노화', 1), ('그렇', 1), ('전통주', 1), ('다채', 1), ('고유', 1), ('미', 1), ('프리미엄', 1)]"
